application_id,application_date,branch_id,state,applicant_age,annual_income,employment_type,employment_years,credit_score,existing_debt_balance,num_credit_lines,num_prev_loans,prev_defaults,loan_amount,loan_purpose,loan_term_months,interest_rate,monthly_payment,debt_to_income,risk_grade,loan_default
APP-000173,16/11/2021,BR-001,MI,37,55252.02,Salaried,4.1,733,14328.4,1,5,0,-89054.99,Home Purchase,84,6.1,1305.24,0.2835,B,0
APP-000174,13/11/2021,BR-016,NY,67,41954.24,Salaried,8.3,687,24738.93,14,2,0,45752.32,Education,12,4.76,3911.71,1.1189,C,0
APP-000175,23/12/2021,BR-027,WA,40,77526.27,Part-Time,9.5,534,101655.47,3,8,1,157003.51,Medical,48,7.32,3783,0.5856,E,1
APP-000176,16/04/2020,BR-022,MO,70,85288,Part-Time,,,82306.19,15,7,0,126058.42,Personal,24,5.98,5585.85,0.7859,D,1
APP-000177,22/08/2021,BR-019,OH,67,92019.64,Salaried,0,556,22342.08,11,5,0,304314.91,Debt Consolidation,48,6.08,7158.01,0.9335,E,0
APP-000178,16/03/2020,BR-026,CO,55,58744.42,Salaried,3.3,705,6719.4,12,7,0,39885.55,Home Improvement,36,5.54,1205.1,0.2462,C,0
APP-000179,19/10/2020,BR-025,TX,32,125299.67,Salaried,4,511,83428.1,2,2,1,415248.58,Personal,24,7.26,18640.73,1.7852,E,1
APP-000180,26/10/2023,BR-021,WI,59,177527.08,Salaried,1,850,163574.29,6,7,0,322800.77,Debt Consolidation,84,3.54,4344.28,0.2937,A,0
APP-000181,16/12/2021,BR-030,PA,64,79707.44,Salaried,11.2,777,134416.81,14,3,0,152278.73,Personal,24,4.21,6626.93,0.9977,B,0
APP-000182,29/06/2023,BR-015,WI,54,24055.39,Salaried,5.1,725,14142.28,12,5,0,33667.75,Personal,48,5.98,790.38,0.3943,B,0
APP-000183,13/08/2023,BR-029,OH,51,47628.73,Salaried,0,791,34513.61,14,4,0,30249.71,Business,36,4.55,900.51,0.2269,A,0
APP-000184,07/02/2022,BR-020,TN,24,64466.28,Salaried,2.6,589,5176.62,14,1,0,61558.15,Auto Loan,60,6.87,1215.15,0.2262,E,1
APP-000185,02/03/2022,BR-002,PA,32,44783.36,Salaried,10.8,509,46368.52,15,7,0,-17225.38,Personal,24,6.67,768.65,0.206,E,1
APP-000186,21/11/2022,BR-008,OH,38,39683.69,Salaried,10.6,756,15397.4,1,1,0,30870.93,Personal,12,5.13,2644.62,0.7997,B,0
APP-000187,15/10/2022,BR-018,FL,51,51062.02,Salaried,8.1,757,93892.65,13,7,0,178295.98,Education,12,4.33,15208.78,3.5742,B,0
APP-000188,15/10/2021,BR-007,MI,25,44376.52,Salaried,7.4,774,18116.39,1,5,0,71967.44,Auto Loan,84,5.21,1024.3,0.277,B,0
APP-000189,22/06/2022,BR-016,MA,67,21972.26,Salaried,6.7,548,894.47,3,5,0,37772.25,Personal,24,7.93,1707.13,0.9323,E,1
APP-000190,13/07/2021,BR-012,OH,21,65092.33,Self-Employed,6.8,689,2036.06,1,2,0,100307.92,Education,36,5.08,3009.92,0.5549,C,0
APP-000191,12/06/2022,BR-004,FL,24,57926.46,Salaried,3.1,677,95755.01,12,5,0,44835.34,Auto Loan,36,5.53,1354.45,0.2806,C,0
APP-000192,28/08/2022,BR-002,WI,44,47064.12,Salaried,10.1,687,8247.41,6,1,0,28532.69,Medical,48,5.94,669.31,0.1707,C,0
APP-000193,22/12/2021,BR-011,MA,53,68783.32,Self-Employed,4.3,655,18066.23,10,5,0,70076.85,Education,24,6.23,3113.12,0.5431,D,0
APP-000194,10/06/2021,BR-004,TN,30,,Salaried,10.2,729,14529.58,7,7,0,16504.84,Education,84,5.49,237.1,0.0936,B,0
APP-000195,17/01/2020,BR-003,GA,59,57600.67,Salaried,5.2,549,90756.66,2,4,1,158817.9,Auto Loan,60,7.54,3185.4,0.6636,E,1
APP-000196,15/09/2023,BR-024,GA,56,66047.36,Part-Time,5.1,687,125159.03,7,7,0,-173336.46,Auto Loan,60,5.88,3341.42,0.6071,C,0
APP-000197,08/08/2022,BR-005,CO,50,55803.27,Salaried,0.6,611,36832.01,12,2,2,93880.82,Medical,36,6.29,2868.39,0.6168,D,1
APP-000198,20/06/2021,BR-008,PA,68,65920.61,SALARIED,8.8,777,108150.74,7,1,0,148471.21,Home Purchase,84,4.1,2036.27,0.3707,B,0
APP-000199,27/02/2020,BR-003,MO,64,87383.04,Salaried,10.3,603,135352.3,14,4,0,158197.7,Medical,36,7.21,4899.89,0.6729,D,1
APP-000200,02/12/2021,BR-024,CA,44,46322.43,Salaried,8.4,799,45891.11,13,8,0,134952.38,Debt Consolidation,84,5.41,1933.51,0.5009,A,0
APP-000201,04/10/2020,BR-020,NC,31,19385.32,PART-TIME,6.8,655,214.9,6,5,0,24632.95,Education,36,6.46,754.53,0.4671,D,1
APP-000202,14/11/2022,BR-020,TN,45,76598.17,Self-Employed,,730,20903.07,12,1,0,176813.04,Medical,48,5.11,4080.7,0.6393,B,0
APP-000203,24/07/2023,BR-003,CO,53,41696.5,Salaried,12.9,674,36453.64,9,5,0,136105.12,Home Improvement,36,6,4140.58,1.1916,C,1
APP-000204,27/03/2020,BR-022,MI,62,40785.45,Salaried,5.1,713,57039.13,5,6,0,44258.47,Home Purchase,24,5.77,1956.98,0.5758,C,0
APP-000205,08/11/2020,BR-021,TX,70,39228.5,Salaried,7.3,612,7417.56,15,7,0,43716.59,Home Improvement,60,7.15,868.74,0.2657,D,1
APP-000206,27/10/2022,BR-002,MI,31,,salaried,9,600,28930.44,10,1,0,45990.4,Medical,48,6.67,1094.27,0.6766,D,1
APP-000207,25/11/2021,BR-027,MO,62,36645.16,Salaried,2.6,424,70823.65,12,7,2,109738.19,Home Purchase,36,7.58,3417.57,1.1191,E,1
APP-000208,16/08/2023,BR-012,WA,30,30339.04,Salaried,0.3,666,59961.98,13,0,0,42067.15,Medical,48,5.41,976.61,0.3863,C,0
APP-000209,24/08/2021,BR-005,NY,33,46055.18,Salaried,9,640,33532.22,7,6,0,25538.74,Home Improvement,12,5.51,2192.28,0.5712,D,0
APP-000083,07/01/2023,BR-014,NY,57,42333.51,Part-Time,10.1,570,53558.18,10,1,1,144347.24,Home Purchase,84,5.83,2096.96,0.5944,E,1
APP-000211,28/09/2020,BR-009,NJ,41,67117.75,Unemployed,14,614,47438.65,9,3,1,168641.93,Medical,48,6.91,4031.3,0.7208,D,1
APP-000212,28/10/2021,BR-004,IN,62,115891.3,Salaried,7,628,113684.45,8,5,0,130800.2,Home Improvement,12,5.52,11228.67,1.1627,D,0
APP-000213,28/06/2021,BR-023,TX,63,13413.97,Self-Employed,10.7,625,10479.19,6,6,2,35988.16,Business,24,5.49,1586.76,1.4195,D,1
APP-000214,15/08/2021,BR-026,OH,24,72604.99,Salaried,8,732,71872.25,9,2,0,220161.63,Education,24,4.6,9619.41,1.5899,B,0
APP-000215,19/06/2021,BR-015,WA,44,72969.93,Contract,0.4,721,31609.45,5,0,0,111416.27,Home Purchase,24,6.12,4944.06,0.8131,B,0
APP-000216,22/01/2020,BR-006,GA,62,88631.82,Salaried,,790,112935.8,8,2,0,84394.33,Personal,12,4.73,7214.35,0.9768,A,1
APP-000217,16/07/2020,BR-019,WA,33,31863.82,Contract,0,701,33839.15,14,1,0,15093.21,Education,36,6.32,461.36,0.1737,C,1
APP-000218,29/09/2023,BR-012,MA,21,106028.67,Self-Employed,14.2,672,76930.43,10,6,0,175115.38,Business,36,6.29,5350.39,0.6055,C,0
APP-000219,21/05/2023,BR-002,CA,47,38622.89,Self-Employed,5.2,759,38352.62,9,1,0,81603.73,Personal,84,4.8,1145.73,0.356,B,0
APP-000220,19/04/2020,BR-008,MD,57,43621.87,Contract,6.3,693,74893.89,4,6,0,37812.12,Home Purchase,36,6.42,1157.53,0.3184,C,0
APP-000221,20/10/2023,BR-025,IL,37,17702.27,Part-Time,8.7,648,16064.98,9,5,2,49215.47,Education,36,6.66,1511.99,1.0249,D,1
APP-000222,15/12/2023,BR-001,PA,38,116678.8,Salaried,12.7,689,182925.34,8,0,0,108586.33,Auto Loan,84,4.9,1529.65,0.1573,C,0
APP-000223,20/05/2022,BR-001,WI,47,66924.7,Salaried,7.4,689,11703,13,2,0,191947.01,Debt Consolidation,12,5.43,16469.95,2.9532,C,0
APP-000224,10/01/2022,BR-009,CA,48,97932.12,Contract,,757,53259.36,11,4,0,262234.17,Education,60,4.66,4907.94,0.6014,B,0
APP-000225,31/10/2020,BR-014,IL,32,89980.22,Contract,5.4,696,33346.42,6,0,0,270884.46,Education,60,4.64,5067.37,0.6758,C,0
APP-000226,13/11/2022,BR-003,NY,24,52407.68,SALARIED,2.9,850,88613.54,2,3,0,177198.46,Auto Loan,12,3.42,15041.52,3.4441,A,0
APP-000227,04/07/2020,BR-012,CO,37,62061.72,Salaried,3.7,708,47982.5,2,8,0,179329.87,Business,60,5.33,3411.36,0.6596,C,1
APP-000228,24/01/2023,BR-005,MA,60,30850.58,Salaried,8,646,48417.81,14,7,1,80663,Home Purchase,60,5.68,1547.47,0.6019,D,0
APP-000229,25/04/2022,BR-020,MD,33,34906.15,Salaried,2.8,606,60845.12,3,3,0,54816.97,Debt Consolidation,84,5.73,793.72,0.2729,D,0
APP-000230,30/05/2022,BR-007,TN,22,29186.63,Self-Employed,8.2,733,42334.48,14,0,0,100689.46,Debt Consolidation,36,4.49,2994.75,1.2313,B,1
APP-000231,21/12/2022,BR-027,CO,23,43622.91,Salaried,10.2,688,86874.27,1,0,0,75616.1,Medical,60,5.17,1432.87,0.3942,C,0
APP-000232,07/04/2022,BR-017,GA,30,71243.48,Salaried,12.1,665,88007.28,15,1,0,50012.35,Education,36,6.57,1534.42,0.2585,C,0
APP-000233,20/09/2020,BR-019,TX,71,71894.32,Salaried,6.2,661,125468.37,5,4,0,215180.16,Auto Loan,48,5.34,4988.66,0.8327,C,0
APP-000234,27/10/2023,BR-017,WI,32,29466.58,Salaried,5.8,672,54733.67,13,0,0,54036.55,Education,36,5.67,1635.83,0.6662,C,0
APP-000235,10/04/2020,BR-020,IN,36,37177.79,Salaried,9.4,655,10790.22,5,1,0,43684.58,Home Purchase,36,5.96,1328.18,0.4287,D,1
APP-000236,24/10/2022,BR-028,PA,42,125710,Part-Time,0,588,20965.24,8,3,1,83858.01,Debt Consolidation,36,6.58,2573.22,0.2456,E,0
APP-000237,07/03/2020,BR-011,NY,34,50469.23,Part-Time,3.4,822,29770.56,7,7,0,141466.73,Business,36,5.25,4255.78,1.0119,A,0
APP-000238,13/09/2022,BR-025,WI,67,68214.8,Salaried,13.1,725,56890.24,4,6,0,190625.8,Auto Loan,84,6.13,2796.66,0.492,B,0
APP-000239,15/11/2023,BR-008,MO,69,,Contract,6.8,702,72306.64,11,7,0,21340.93,Debt Consolidation,36,4.71,636.83,0.1345,C,0
APP-000240,30/06/2022,BR-020,TX,31,121174.35,Salaried,0.5,758,48548.8,9,0,0,415783.63,Medical,48,4.63,9505.67,0.9414,B,0
APP-000241,22/03/2021,BR-012,WA,39,86010.37,Salaried,9.2,735,151775.76,13,0,0,217903.01,Personal,24,6.1,9667.42,1.3488,B,0
APP-000242,17/08/2020,BR-027,IN,31,23618.78,Contract,10.4,736,11820.99,9,2,0,64066.78,Personal,12,4.89,5481.37,2.7849,B,0
APP-000243,06/10/2020,BR-007,WI,43,35757.5,Salaried,6.5,779,8911.65,13,4,0,105316.04,Personal,12,4.84,9008.12,3.0231,B,1
APP-000244,25/05/2020,BR-026,AZ,41,14672.77,Contract,0.5,571,5741.1,8,6,1,48987.46,Auto Loan,12,7.24,4244.15,3.471,E,1
APP-000245,07/03/2021,BR-012,FL,25,49259.31,Salaried,3.9,676,90809.65,6,8,0,38381.24,Business,48,5.45,891.74,0.2172,C,0
APP-000246,31/05/2020,BR-012,NJ,55,44629.79,Salaried,0.4,499,39862.47,9,4,0,91903.53,Auto Loan,84,7.23,1397.43,0.3757,E,0
APP-000247,24/12/2021,BR-020,MI,62,68413.03,Part-Time,14.4,687,4150.73,4,5,0,131193.34,Business,24,6.2,5826.4,1.022,C,1
APP-000248,28/01/2022,BR-008,MA,21,55213.62,Self-Employed,3.8,702,94.25,13,1,0,38145.66,Home Purchase,60,5.99,737.29,0.1602,C,0
APP-000249,03/02/2022,BR-008,NJ,39,32816.86,Salaried,12.3,614,4327.62,9,4,0,111674.88,Home Purchase,24,5.49,4923.88,1.8005,D,0
APP-000250,21/05/2023,BR-018,TN,31,54331.17,SELF-EMPLOYED,4.1,590,40157.13,15,3,0,89938.66,Auto Loan,48,6.07,2115.1,0.4672,E,1
APP-000251,10/06/2020,BR-018,IL,34,69717.56,Salaried,0,671,24214.03,4,2,0,195450.86,Home Purchase,12,4.93,16725.79,2.8789,C,0
APP-000252,03/04/2021,BR-003,WI,70,136753.13,Salaried,13.8,780,158814.47,15,4,0,403391.97,Medical,48,5.59,9398.03,0.8247,A,1
APP-000253,16/02/2020,BR-014,CA,51,66768.11,Salaried ,10.3,653,79954.07,9,1,0,183820.47,Business,24,5.13,8075.17,1.4513,D,0
APP-000254,07/12/2022,BR-022,NJ,60,15752.34,Salaried,5.8,661,22563.48,6,8,0,24920.36,Medical,12,5.13,2134.85,1.6263,C,0
APP-000255,27/04/2023,BR-016,NJ,61,57596,Salaried,12,589,85974.93,13,5,2,45287.75,Education,84,6.55,673.59,0.1403,E,1
APP-000256,30/05/2023,BR-009,CA,29,43761.63,Salaried,5.4,714,23225.35,15,2,0,31881.26,Auto Loan,48,4.61,728.58,0.1998,C,0
APP-000257,13/08/2022,BR-004,CO,43,104314.96,Salaried,5.2,644,152108.27,9,7,1,81771.66,Education,36,5.74,2478.03,0.2851,D,0
APP-000258,27/09/2021,BR-006,GA,25,64833.16,salaried,6,649,95059.05,2,1,1,104937.44,Education,84,5.95,1530.47,0.2833,D,0
APP-000259,10/07/2020,BR-008,NC,39,22957.71,Salaried,4.4,612,38193.72,3,4,2,22941.22,Business,48,6.27,541.62,0.2831,D,0
APP-000260,11/09/2022,BR-006,MA,42,29870.46,Salaried,0,606,53132.6,14,5,0,42067.45,Education,24,6.18,1867.87,0.7504,D,1
APP-000261,06/06/2021,BR-004,FL,27,53801.87,Part-Time,4.4,688,9323.81,13,3,0,185768.38,Debt Consolidation,48,6.43,4399.49,0.9813,C,0
APP-000262,23/11/2021,BR-022,WI,66,38710.8,Salaried,6.1,639,46466.03,3,1,1,53419.63,Home Improvement,12,5.8,4592.73,1.4237,D,0
APP-000263,02/05/2020,BR-008,CA,36,57251.97,Salaried,4.5,704,57168.09,4,4,0,65917.65,Medical,84,5.74,954.77,0.2001,C,0
APP-000264,02/06/2020,BR-008,WA,45,39302.97,Salaried,2.4,586,50640.72,15,7,2,27801.28,Education,12,6.37,2397.49,0.732,E,1
APP-000265,01/01/2020,BR-013,MO,42,61284.32,Salaried,10.3,756,26057.44,3,1,0,19648.39,Medical,48,4.03,443.91,0.0869,B,0
APP-000266,09/10/2022,BR-015,PA,29,83212.84,Salaried,6.1,,127547.29,3,4,0,67098.82,Home Improvement,24,5.77,2966.91,0.4279,C,0
APP-000267,27/06/2022,BR-008,PA,41,132314.74,  Salaried,9.7,639,143464.19,14,3,2,295991.53,Debt Consolidation,24,5.79,13090.53,1.1872,D,0
APP-000268,18/07/2022,BR-024,MD,52,,Salaried,1.8,618,4475.39,3,0,0,80229.18,Auto Loan,60,6.38,1565.27,0.3948,D,1
APP-000269,18/10/2022,BR-025,NY,35,52308.86,Salaried,0,667,18521.98,6,0,0,20432.98,Education,48,5.08,471.3,0.1081,C,0
APP-000270,08/12/2020,BR-027,WA,52,47753.01,Salaried,5.2,814,30101.2,5,0,0,112078.52,Education,60,4.25,2076.77,0.5219,A,1
APP-000271,10/01/2023,BR-013,GA,27,89207.91,Unemployed,9.6,768,113980.64,12,2,0,100786.16,Medical,24,4.8,4412.61,0.5936,B,0
APP-000272,27/07/2023,BR-004,MI,41,22412.13,Salaried ,0,647,16490.81,2,4,0,37135.54,Auto Loan,36,6.42,1136.82,0.6087,D,0
APP-000273,27/04/2021,BR-005,WA,72,27399.88,Part-Time,13.8,587,11785.96,7,1,1,11040.79,Medical,36,7.29,342.37,0.1499,E,0
APP-000274,14/10/2021,BR-013,NY,31,,Self-Employed,13.9,558,83045.23,6,4,0,65381.12,Auto Loan,24,7.67,2947.18,0.7902,E,1
APP-000275,23/02/2021,BR-019,MD,56,51768.42,Self-Employed,0,610,100850.99,8,5,0,-54266.19,Auto Loan,36,6.71,1668.4,0.3867,D,1
APP-000276,02/07/2023,BR-014,NY,21,99368.15,Salaried,14.1,505,169167.65,12,7,1,156347.9,Auto Loan,60,6.66,3070.86,0.3708,E,1
APP-000277,05/12/2020,BR-005,TX,68,50671.18,Salaried,8.8,694,43149.19,1,0,0,172800.31,Home Purchase,84,5.76,2504.53,0.5931,C,1
APP-000278,01/12/2020,BR-006,FL,48,,Salaried,4.4,669,39337.89,6,4,0,128909.38,Business,24,6.72,5755.26,1.4923,C,1
APP-000279,23/11/2022,BR-012,NJ,42,28536.07,Self-Employed,7.6,691,30791.04,5,8,0,29961.71,Debt Consolidation,84,5.87,435.83,0.1833,C,1
APP-000280,21/01/2021,BR-025,NC,29,86639.5,Self-Employed,12.9,513,86474.45,13,8,1,143988.01,Auto Loan,12,7.03,12460.81,1.7259,E,1
APP-000281,15/12/2021,BR-025,FL,64,18101.6,Salaried,8.8,556,6005.75,12,4,1,36078,Education,12,7.11,3123.54,2.0707,E,1
APP-000282,07/06/2021,BR-021,IL,71,58002.73,Salaried,0.4,559,47862.18,9,3,0,18546.37,Debt Consolidation,84,7.17,281.46,0.0582,E,0
APP-000283,21/05/2023,BR-023,PA,21,43360.59,SELF-EMPLOYED,0.9,521,40059.82,6,2,1,33184.4,Personal,12,6.59,2865.07,0.7929,E,1
APP-000284,26/04/2021,BR-026,WI,60,22271.83,Salaried,6.3,721,8751.8,14,2,0,9476.01,Personal,84,4.68,132.51,0.0714,B,1
APP-000285,05/04/2021,BR-025,FL,25,35035.49,Salaried,8.7,497,39514.93,12,7,0,34994.16,Personal,84,7.76,541.25,0.1854,E,0
APP-000286,09/08/2022,BR-012,NJ,62,44438.24,Salaried,1,795,73517.1,9,7,0,19143.49,Medical,12,3.88,1629.02,0.4399,A,0
APP-000287,11/01/2022,BR-019,CA,22,124977.67,Salaried,13.8,779,70359.86,11,4,0,51688.81,Business,12,4.24,4406.97,0.4231,B,0
APP-000288,11/03/2023,BR-022,FL,67,81935.92,SALARIED,13.7,649,116455.81,4,7,2,124586.48,Debt Consolidation,12,5.63,10701.54,1.5673,D,0
APP-000289,12/09/2020,BR-006,TN,44,82761.75,Salaried,6.7,679,44022.61,7,6,0,178178.59,Medical,12,5.7,15310.64,2.22,C,0
APP-000290,08/10/2023,BR-015,NY,21,34672.4,Self-Employed,16,767,30064.94,3,0,0,59487.49,Auto Loan,84,3.88,809.84,0.2803,B,0
APP-000034,03/10/2022,BR-026,TX,34,21125.12,Salaried,10.6,580,16092.89,12,6,2,25436.41,Education,48,6.14,599.01,0.3403,E,0
APP-000292,01/11/2023,BR-015,MI,39,123560.68,Salaried,8.8,580,128287.83,1,7,2,73373.35,Medical,12,6.24,6323.08,0.6141,E,0
APP-000293,11/10/2023,BR-017,NY,29,60539.95,  Contract,12.5,655,105622.84,7,4,0,192514.17,Personal,84,5.33,2750.93,0.5453,D,0
APP-000294,09/05/2021,BR-010,MI,41,72234.83,Self-Employed,11.9,673,94235.65,8,2,0,189413.61,Business,48,4.91,4354.34,0.7234,C,0
APP-000295,27/12/2022,BR-012,WI,61,40974.81,Contract,8.9,,42204.55,9,6,0,107674.24,Auto Loan,24,4.03,4677.18,1.3698,A,1
APP-000296,18/05/2023,BR-022,NJ,23,72534.3,Salaried,7,610,35273.87,1,2,2,68238,Personal,84,6.75,1021.57,0.169,D,0
APP-000294,17/02/2023,BR-030,MO,48,53567.95,Contract,1.5,733,4551.84,14,8,0,110011.67,Home Improvement,60,4.35,2043.45,0.4578,B,1
APP-000298,31/08/2022,BR-024,MD,35,,Salaried,,645,5377.5,10,0,0,208793.32,Education,24,6.4,9291.53,1.4053,D,0
APP-000299,10/10/2023,BR-005,NJ,41,37362.42,Contract,3.1,667,72192.04,10,6,0,70446.45,Personal,48,4.92,1619.78,0.5202,C,1
APP-000300,02/09/2022,BR-002,IN,22,81369.15,Contract,0.3,,126587.92,7,8,0,166696.15,Personal,24,4.55,7279.64,1.0736,C,1
APP-000301,05/06/2021,BR-028,OH,25,60886.3,Part-Time,7.1,703,44193.25,9,6,0,125200.31,Medical,12,5.18,10728.41,2.1144,C,0
APP-000302,01/03/2022,BR-026,AZ,60,147689.04,Salaried,5.5,691,234046.06,4,6,0,49875.9,Home Purchase,24,5.31,2195.06,0.1784,C,0
APP-000303,07/02/2020,BR-016,GA,61,95799.59,Salaried,2.5,,54710.15,8,5,0,280536.42,Education,60,4.46,5224.94,0.6545,C,1
APP-000304,05/03/2021,BR-026,IN,42,73743.15,Salaried,10.2,779,128407.57,6,8,0,222287.45,Medical,12,4.75,19004.01,3.0925,B,1
APP-000305,26/11/2021,BR-002,CA,39,21032.68,Contract,4.7,737,15615.62,12,7,0,63148.04,Home Improvement,36,5.16,1897.14,1.0824,B,1
APP-000306,29/05/2020,BR-015,AZ,35,41941.24,Self-Employed,5.3,747,69805.41,11,2,0,87065.36,Auto Loan,48,4.16,1972.09,0.5642,B,1
APP-000307,03/10/2023,BR-025,MO,51,74576.49,Salaried,4.5,670,57005.51,9,1,0,236831.84,Business,84,5.22,3371.9,0.5426,C,0
APP-000308,22/09/2023,BR-023,WA,23,24458.84,Salaried,13.3,679,34769.08,15,5,0,72299.21,Personal,36,5.95,2197.84,1.0783,C,1
APP-000309,30/07/2020,BR-020,MO,59,80912.33,Self-Employed,11.4,817,129211.45,7,0,0,181869.92,Business,12,4.33,15513.64,2.3008,A,0
APP-000310,12/08/2021,BR-005,CO,58,245733.38,Contract,4.1,677,215571.86,5,3,0,341008.22,Medical,48,6.09,8022.67,0.3918,C,0
APP-000311,04/11/2023,BR-009,PA,22,81902.6,Contract,2.5,570,78193.36,6,0,0,211968.54,Home Improvement,48,6.3,5007.29,0.7336,E,1
APP-000312,08/11/2021,BR-003,WA,68,19066.51,Self-Employed,9.8,762,35349.48,13,4,0,8335.3,Debt Consolidation,48,3.88,187.76,0.1182,B,0
APP-000313,04/07/2023,BR-002,NC,50,31598.25,Self-Employed,10.5,588,43770.59,13,1,1,32027.95,Debt Consolidation,36,6.8,986,0.3745,E,0
APP-000314,22/10/2022,BR-018,OH,33,115285.17,Self-Employed,7,659,17561.57,2,3,0,304946.48,Auto Loan,48,5.55,7098.93,0.7389,D,1
APP-000315,21/02/2021,BR-013,WA,58,112312.1,Salaried,7.2,637,131031.94,7,3,1,74667.88,Auto Loan,36,7.01,2305.87,0.2464,D,0
APP-000316,11/09/2020,BR-002,WI,72,36114.16,Salaried,11.8,498,60092.83,9,7,2,96478.02,Auto Loan,12,8.05,8394.7,2.7894,E,1
APP-000317,21/06/2022,BR-016,PA,68,37974.06,Self-Employed ,8.6,602,55476.94,8,8,0,105888.55,Debt Consolidation,60,5.67,2030.91,0.6418,D,0
APP-000318,19/01/2023,BR-007,MD,50,,Part-Time,13.6,538,419.77,6,8,0,81306.7,Debt Consolidation,48,6.91,1943.6,0.8781,E,1
APP-000319,21/10/2020,BR-015,IN,61,42794.46,Salaried,7.1,582,44362.68,7,3,0,95499.42,Education,48,6.59,2268.73,0.6362,E,1
APP-000026,28/04/2022,BR-025,TN,67,60747.15,Self-Employed,0,617,24897.41,14,8,0,106103.72,Medical,48,5.88,2486.02,0.4911,D,0
APP-000321,11/05/2023,BR-024,MA,30,72928.78,Salaried,0,841,28894.21,7,5,0,248473.07,Personal,84,3.53,3342.84,0.55,A,0
APP-000322,15/04/2020,BR-023,AZ,60,48015.33,Salaried,0,,61730.43,12,7,0,63020.31,Medical,36,4.91,1886.23,0.4714,C,1
APP-000323,03/04/2021,BR-014,CO,61,126578.17,Contract,1.8,823,71448.17,13,8,0,75866.07,Business,48,3.65,1701.13,0.1613,A,0
APP-000324,29/04/2020,BR-010,AZ,26,60971.23,Salaried,4.9,742,110606.41,4,3,0,147623.17,Auto Loan,36,4.45,4388.04,0.8636,B,0
APP-000325,17/11/2022,BR-018,NC,44,56644.61,Salaried,8.1,633,11989.61,8,2,0,89609.89,Home Improvement,36,5.66,2712.32,0.5746,D,1
APP-000326,29/03/2022,BR-009,GA,33,82633.61,Salaried,8.3,758,49525.4,14,6,0,280352.96,Education,36,5.09,8413.76,1.2218,B,0
APP-000327,21/03/2020,BR-025,GA,70,95231.92,Salaried,9.1,467,93573.04,11,8,2,299540.55,Medical,60,7.56,6010.72,0.7574,E,0
APP-000328,05/10/2022,BR-026,IN,26,40455.21,Self-Employed,10.9,693,55264.28,7,7,0,101638.22,Education,36,5.46,3067.22,0.9098,C,0
APP-000329,20/06/2023,BR-008,MI,22,,Salaried,11.4,634,19899.94,2,1,1,28798.6,Personal,36,6.05,876.76,0.3623,D,1
APP-000330,02/04/2023,BR-020,FL,36,89250.66,Salaried,4.4,813,49099.17,3,1,0,298307.65,Auto Loan,48,3.45,6662.33,0.8958,A,0
APP-000331,10/04/2020,BR-029,MI,30,55608.66,Salaried,10.2,596,51252.31,9,5,2,67225.6,Medical,48,6.68,1599.84,0.3452,E,1
APP-000332,04/05/2022,BR-016,NC,28,62652.71,Self-Employed,5.4,664,15823.04,10,5,0,109801.58,Auto Loan,84,5.95,1601.41,0.3067,C,0
APP-000333,04/03/2023,BR-028,GA,35,64166.67,Salaried,10.2,689,100152.64,8,4,0,223766.23,Medical,48,5.84,5238.76,0.9797,C,0
APP-000334,18/09/2022,BR-007,NC,72,34138.46,Self-Employed,7.7,739,21000,8,5,0,98429.08,Home Improvement,48,4.3,2235.67,0.7859,B,0
APP-000335,17/11/2020,BR-020,MA,40,57869.54,Salaried,12.9,617,88457,9,4,0,135580.45,Business,60,6.33,2642,0.5479,D,1
APP-000336,08/12/2022,BR-017,FL,50,58649.74,Self-Employed,11.1,778,49734.52,8,5,0,201166.89,Personal,84,4.4,2786.91,0.5702,B,1
APP-000337,26/05/2023,BR-005,NC,70,89210.06,Salaried,1.2,798,3111.99,14,1,0,153679.22,Business,60,4.43,2860.16,0.3847,A,0
APP-000338,12/07/2023,BR-006,PA,57,62472.62,Salaried,2.1,733,50642.18,1,7,0,99540.19,Home Improvement,48,5.51,2315.41,0.4448,B,1
APP-000339,08/11/2023,BR-024,MD,47,50170.63,Contract,13.3,653,67489.07,10,6,0,85832.92,Auto Loan,24,6.17,3810.75,0.9115,D,0
APP-000340,18/06/2023,BR-023,CA,45,83685.84,Salaried,5,,77784.82,5,5,0,191572.37,Education,36,5.54,5788.16,0.83,D,1
APP-000341,31/03/2022,BR-017,GA,33,58990.73,Salaried,10.6,828,24201.59,10,2,0,179583.16,Debt Consolidation,12,3.25,15230.02,3.0981,A,0
APP-000342,02/07/2022,BR-010,NY,54,23632.26,Self-Employed,6.2,757,89.74,11,2,0,25580.96,Medical,48,5.23,591.78,0.3005,B,0
APP-000343,20/08/2020,BR-025,WA,47,63171.25,Contract,8.6,641,84768.2,7,2,0,111237.4,Debt Consolidation,84,5.97,1623.42,0.3084,D,0
APP-000344,06/03/2023,BR-007,PA,50,19248.35,CONTRACT,5.6,698,36771.49,15,1,0,8847.22,Auto Loan,24,6.35,393.51,0.2453,C,0
APP-000345,12/10/2022,BR-027,NJ,63,87059.2,Salaried,7.8,662,31117.2,1,0,0,275941.96,Home Improvement,12,6.71,23839.49,3.286,C,0
