application_id,application_date,branch_id,state,applicant_age,annual_income,employment_type,employment_years,credit_score,existing_debt_balance,num_credit_lines,num_prev_loans,prev_defaults,loan_amount,loan_purpose,loan_term_months,interest_rate,monthly_payment,debt_to_income,risk_grade,loan_default
APP-000204,2020-03-27,BR-022,MI,62,40785.45,Salaried,5.1,713.0,57039.13,5,6,0,44258.47,Home Purchase,24,5.77,1956.98,0.5758,C,0
APP-000205,2020-11-08,BR-021,TX,70,39228.5,Salaried,7.3,612.0,7417.56,15,7,0,43716.59,Home Improvement,60,7.15,868.74,0.2657,D,1
APP-000207,2021-11-25,BR-027,MO,62,36645.16,Salaried,2.6,424.0,70823.65,12,7,2,109738.19,Home Purchase,36,7.58,3417.57,1.1191,E,1
APP-000208,2023-08-16,BR-012,WA,30,30339.04,Salaried,0.3,666.0,59961.98,13,0,0,42067.15,Medical,48,5.41,976.61,0.3863,C,0
APP-000209,2021-08-24,BR-005,NY,33,46055.18,Salaried,9.0,640.0,33532.22,7,6,0,25538.74,Home Improvement,12,5.51,2192.28,0.5712,D,0
APP-000211,2020-09-28,BR-009,NJ,41,67117.75,Unemployed,14.0,614.0,47438.65,9,3,1,168641.93,Medical,48,6.91,4031.3,0.7208,D,1
APP-000212,2021-10-28,BR-004,IN,62,115891.3,Salaried,7.0,628.0,113684.45,8,5,0,130800.2,Home Improvement,12,5.52,11228.67,1.1627,D,0
APP-000213,2021-06-28,BR-023,TX,63,13413.97,Self-Employed,10.7,625.0,10479.19,6,6,2,35988.16,Business,24,5.49,1586.76,1.4195,D,1
APP-000214,2021-08-15,BR-026,OH,24,72604.99,Salaried,8.0,732.0,71872.25,9,2,0,220161.63,Education,24,4.6,9619.41,1.5899,B,0
APP-000215,2021-06-19,BR-015,WA,44,72969.93,Contract,0.4,721.0,31609.45,5,0,0,111416.27,Home Purchase,24,6.12,4944.06,0.8131,B,0
APP-000216,2020-01-22,BR-006,GA,62,88631.82,Salaried,6.4,790.0,112935.8,8,2,0,84394.33,Personal,12,4.73,7214.35,0.9768,A,1
APP-000217,2020-07-16,BR-019,WA,33,31863.82,Contract,0.0,701.0,33839.15,14,1,0,15093.21,Education,36,6.32,461.36,0.1737,C,1
APP-000218,2023-09-29,BR-012,MA,21,106028.67,Self-Employed,14.2,672.0,76930.43,10,6,0,175115.38,Business,36,6.29,5350.39,0.6055,C,0
APP-000219,2023-05-21,BR-002,CA,47,38622.89,Self-Employed,5.2,759.0,38352.62,9,1,0,81603.73,Personal,84,4.8,1145.73,0.356,B,0
APP-000220,2020-04-19,BR-008,MD,57,43621.87,Contract,6.3,693.0,74893.89,4,6,0,37812.12,Home Purchase,36,6.42,1157.53,0.3184,C,0
APP-000221,2023-10-20,BR-025,IL,37,17702.27,Part-Time,8.7,648.0,16064.98,9,5,2,49215.47,Education,36,6.66,1511.99,1.0249,D,1
APP-000222,2023-12-15,BR-001,PA,38,116678.8,Salaried,12.7,689.0,182925.34,8,0,0,108586.33,Auto Loan,84,4.9,1529.65,0.1573,C,0
APP-000223,2022-05-20,BR-001,WI,47,66924.7,Salaried,7.4,689.0,11703.0,13,2,0,191947.01,Debt Consolidation,12,5.43,16469.95,2.9532,C,0
APP-000224,2022-01-10,BR-009,CA,48,97932.12,Contract,6.4,757.0,53259.36,11,4,0,262234.17,Education,60,4.66,4907.94,0.6014,B,0
APP-000225,2020-10-31,BR-014,IL,32,89980.22,Contract,5.4,696.0,33346.42,6,0,0,270884.46,Education,60,4.64,5067.37,0.6758,C,0
APP-000226,2022-11-13,BR-003,NY,24,52407.68,Salaried,2.9,850.0,88613.54,2,3,0,177198.46,Auto Loan,12,3.42,15041.52,3.4441,A,0
APP-000227,2020-07-04,BR-012,CO,37,62061.72,Salaried,3.7,708.0,47982.5,2,8,0,179329.87,Business,60,5.33,3411.36,0.6596,C,1
APP-000228,2023-01-24,BR-005,MA,60,30850.58,Salaried,8.0,646.0,48417.81,14,7,1,80663.0,Home Purchase,60,5.68,1547.47,0.6019,D,0
APP-000229,2022-04-25,BR-020,MD,33,34906.15,Salaried,2.8,606.0,60845.12,3,3,0,54816.97,Debt Consolidation,84,5.73,793.72,0.2729,D,0
APP-000230,2022-05-30,BR-007,TN,22,29186.63,Self-Employed,8.2,733.0,42334.48,14,0,0,100689.46,Debt Consolidation,36,4.49,2994.75,1.2313,B,1
APP-000231,2022-12-21,BR-027,CO,23,43622.91,Salaried,10.2,688.0,86874.27,1,0,0,75616.1,Medical,60,5.17,1432.87,0.3942,C,0
APP-000232,2022-04-07,BR-017,GA,30,71243.48,Salaried,12.1,665.0,88007.28,15,1,0,50012.35,Education,36,6.57,1534.42,0.2585,C,0
APP-000233,2020-09-20,BR-019,TX,71,71894.32,Salaried,6.2,661.0,125468.37,5,4,0,215180.16,Auto Loan,48,5.34,4988.66,0.8327,C,0
APP-000234,2023-10-27,BR-017,WI,32,29466.58,Salaried,5.8,672.0,54733.67,13,0,0,54036.55,Education,36,5.67,1635.83,0.6662,C,0
APP-000235,2020-04-10,BR-020,IN,36,37177.79,Salaried,9.4,655.0,10790.22,5,1,0,43684.58,Home Purchase,36,5.96,1328.18,0.4287,D,1
APP-000236,2022-10-24,BR-028,PA,42,125710.0,Part-Time,0.0,588.0,20965.24,8,3,1,83858.01,Debt Consolidation,36,6.58,2573.22,0.2456,E,0
APP-000237,2020-03-07,BR-011,NY,34,50469.23,Part-Time,3.4,822.0,29770.56,7,7,0,141466.73,Business,36,5.25,4255.78,1.0119,A,0
APP-000238,2022-09-13,BR-025,WI,67,68214.8,Salaried,13.1,725.0,56890.24,4,6,0,190625.8,Auto Loan,84,6.13,2796.66,0.492,B,0
APP-000240,2022-06-30,BR-020,TX,31,121174.35,Salaried,0.5,758.0,48548.8,9,0,0,415783.63,Medical,48,4.63,9505.67,0.9414,B,0
APP-000241,2021-03-22,BR-012,WA,39,86010.37,Salaried,9.2,735.0,151775.76,13,0,0,217903.01,Personal,24,6.1,9667.42,1.3488,B,0
APP-000242,2020-08-17,BR-027,IN,31,23618.78,Contract,10.4,736.0,11820.99,9,2,0,64066.78,Personal,12,4.89,5481.37,2.7849,B,0
APP-000243,2020-10-06,BR-007,WI,43,35757.5,Salaried,6.5,779.0,8911.65,13,4,0,105316.04,Personal,12,4.84,9008.12,3.0231,B,1
APP-000244,2020-05-25,BR-026,AZ,41,14672.77,Contract,0.5,571.0,5741.1,8,6,1,48987.46,Auto Loan,12,7.24,4244.15,3.471,E,1
APP-000245,2021-03-07,BR-012,FL,25,49259.31,Salaried,3.9,676.0,90809.65,6,8,0,38381.24,Business,48,5.45,891.74,0.2172,C,0
APP-000246,2020-05-31,BR-012,NJ,55,44629.79,Salaried,0.4,499.0,39862.47,9,4,0,91903.53,Auto Loan,84,7.23,1397.43,0.3757,E,0
APP-000247,2021-12-24,BR-020,MI,62,68413.03,Part-Time,14.4,687.0,4150.73,4,5,0,131193.34,Business,24,6.2,5826.4,1.022,C,1
APP-000248,2022-01-28,BR-008,MA,21,55213.62,Self-Employed,3.8,702.0,94.25,13,1,0,38145.66,Home Purchase,60,5.99,737.29,0.1602,C,0
APP-000249,2022-02-03,BR-008,NJ,39,32816.86,Salaried,12.3,614.0,4327.62,9,4,0,111674.88,Home Purchase,24,5.49,4923.88,1.8005,D,0
APP-000250,2023-05-21,BR-018,TN,31,54331.17,Self-Employed,4.1,590.0,40157.13,15,3,0,89938.66,Auto Loan,48,6.07,2115.1,0.4672,E,1
APP-000251,2020-06-10,BR-018,IL,34,69717.56,Salaried,0.0,671.0,24214.03,4,2,0,195450.86,Home Purchase,12,4.93,16725.79,2.8789,C,0
APP-000252,2021-04-03,BR-003,WI,70,136753.13,Salaried,13.8,780.0,158814.47,15,4,0,403391.97,Medical,48,5.59,9398.03,0.8247,A,1
APP-000253,2020-02-16,BR-014,CA,51,66768.11,Salaried,10.3,653.0,79954.07,9,1,0,183820.47,Business,24,5.13,8075.17,1.4513,D,0
APP-000254,2022-12-07,BR-022,NJ,60,15752.34,Salaried,5.8,661.0,22563.48,6,8,0,24920.36,Medical,12,5.13,2134.85,1.6263,C,0
APP-000255,2023-04-27,BR-016,NJ,61,57596.0,Salaried,12.0,589.0,85974.93,13,5,2,45287.75,Education,84,6.55,673.59,0.1403,E,1
APP-000256,2023-05-30,BR-009,CA,29,43761.63,Salaried,5.4,714.0,23225.35,15,2,0,31881.26,Auto Loan,48,4.61,728.58,0.1998,C,0
APP-000257,2022-08-13,BR-004,CO,43,104314.96,Salaried,5.2,644.0,152108.27,9,7,1,81771.66,Education,36,5.74,2478.03,0.2851,D,0
APP-000258,2021-09-27,BR-006,GA,25,64833.16,Salaried,6.0,649.0,95059.05,2,1,1,104937.44,Education,84,5.95,1530.47,0.2833,D,0
APP-000259,2020-07-10,BR-008,NC,39,22957.71,Salaried,4.4,612.0,38193.72,3,4,2,22941.22,Business,48,6.27,541.62,0.2831,D,0
APP-000260,2022-09-11,BR-006,MA,42,29870.46,Salaried,0.0,606.0,53132.6,14,5,0,42067.45,Education,24,6.18,1867.87,0.7504,D,1
APP-000261,2021-06-06,BR-004,FL,27,53801.87,Part-Time,4.4,688.0,9323.81,13,3,0,185768.38,Debt Consolidation,48,6.43,4399.49,0.9813,C,0
APP-000262,2021-11-23,BR-022,WI,66,38710.8,Salaried,6.1,639.0,46466.03,3,1,1,53419.63,Home Improvement,12,5.8,4592.73,1.4237,D,0
APP-000263,2020-05-02,BR-008,CA,36,57251.97,Salaried,4.5,704.0,57168.09,4,4,0,65917.65,Medical,84,5.74,954.77,0.2001,C,0
APP-000264,2020-06-02,BR-008,WA,45,39302.97,Salaried,2.4,586.0,50640.72,15,7,2,27801.28,Education,12,6.37,2397.49,0.732,E,1
APP-000265,2020-01-01,BR-013,MO,42,61284.32,Salaried,10.3,756.0,26057.44,3,1,0,19648.39,Medical,48,4.03,443.91,0.0869,B,0
APP-000267,2022-06-27,BR-008,PA,41,132314.74,Salaried,9.7,639.0,143464.19,14,3,2,295991.53,Debt Consolidation,24,5.79,13090.53,1.1872,D,0
APP-000269,2022-10-18,BR-025,NY,35,52308.86,Salaried,0.0,667.0,18521.98,6,0,0,20432.98,Education,48,5.08,471.3,0.1081,C,0
APP-000270,2020-12-08,BR-027,WA,52,47753.01,Salaried,5.2,814.0,30101.2,5,0,0,112078.52,Education,60,4.25,2076.77,0.5219,A,1
APP-000271,2023-01-10,BR-013,GA,27,89207.91,Unemployed,9.6,768.0,113980.64,12,2,0,100786.16,Medical,24,4.8,4412.61,0.5936,B,0
APP-000272,2023-07-27,BR-004,MI,41,22412.13,Salaried,0.0,647.0,16490.81,2,4,0,37135.54,Auto Loan,36,6.42,1136.82,0.6087,D,0
APP-000273,2021-04-27,BR-005,WA,72,27399.88,Part-Time,13.8,587.0,11785.96,7,1,1,11040.79,Medical,36,7.29,342.37,0.1499,E,0
APP-000276,2023-07-02,BR-014,NY,21,99368.15,Salaried,14.1,505.0,169167.65,12,7,1,156347.9,Auto Loan,60,6.66,3070.86,0.3708,E,1
APP-000277,2020-12-05,BR-005,TX,68,50671.18,Salaried,8.8,694.0,43149.19,1,0,0,172800.31,Home Purchase,84,5.76,2504.53,0.5931,C,1
APP-000279,2022-11-23,BR-012,NJ,42,28536.07,Self-Employed,7.6,691.0,30791.04,5,8,0,29961.71,Debt Consolidation,84,5.87,435.83,0.1833,C,1
APP-000280,2021-01-21,BR-025,NC,29,86639.5,Self-Employed,12.9,513.0,86474.45,13,8,1,143988.01,Auto Loan,12,7.03,12460.81,1.7259,E,1
APP-000281,2021-12-15,BR-025,FL,64,18101.6,Salaried,8.8,556.0,6005.75,12,4,1,36078.0,Education,12,7.11,3123.54,2.0707,E,1
APP-000282,2021-06-07,BR-021,IL,71,58002.73,Salaried,0.4,559.0,47862.18,9,3,0,18546.37,Debt Consolidation,84,7.17,281.46,0.0582,E,0
APP-000283,2023-05-21,BR-023,PA,21,43360.59,Self-Employed,0.9,521.0,40059.82,6,2,1,33184.4,Personal,12,6.59,2865.07,0.7929,E,1
APP-000284,2021-04-26,BR-026,WI,60,22271.83,Salaried,6.3,721.0,8751.8,14,2,0,9476.01,Personal,84,4.68,132.51,0.0714,B,1
APP-000285,2021-04-05,BR-025,FL,25,35035.49,Salaried,8.7,497.0,39514.93,12,7,0,34994.16,Personal,84,7.76,541.25,0.1854,E,0
APP-000286,2022-08-09,BR-012,NJ,62,44438.24,Salaried,1.0,795.0,73517.1,9,7,0,19143.49,Medical,12,3.88,1629.02,0.4399,A,0
APP-000287,2022-01-11,BR-019,CA,22,124977.67,Salaried,13.8,779.0,70359.86,11,4,0,51688.81,Business,12,4.24,4406.97,0.4231,B,0
APP-000288,2023-03-11,BR-022,FL,67,81935.92,Salaried,13.7,649.0,116455.81,4,7,2,124586.48,Debt Consolidation,12,5.63,10701.54,1.5673,D,0
APP-000289,2020-09-12,BR-006,TN,44,82761.75,Salaried,6.7,679.0,44022.61,7,6,0,178178.59,Medical,12,5.7,15310.64,2.22,C,0
APP-000290,2023-10-08,BR-015,NY,21,34672.4,Self-Employed,16.0,767.0,30064.94,3,0,0,59487.49,Auto Loan,84,3.88,809.84,0.2803,B,0
APP-000292,2023-11-01,BR-015,MI,39,123560.68,Salaried,8.8,580.0,128287.83,1,7,2,73373.35,Medical,12,6.24,6323.08,0.6141,E,0
APP-000293,2023-10-11,BR-017,NY,29,60539.95,Contract,12.5,655.0,105622.84,7,4,0,192514.17,Personal,84,5.33,2750.93,0.5453,D,0
APP-000294,2021-05-09,BR-010,MI,41,72234.83,Self-Employed,11.9,673.0,94235.65,8,2,0,189413.61,Business,48,4.91,4354.34,0.7234,C,0
APP-000296,2023-05-18,BR-022,NJ,23,72534.3,Salaried,7.0,610.0,35273.87,1,2,2,68238.0,Personal,84,6.75,1021.57,0.169,D,0
APP-000299,2023-10-10,BR-005,NJ,41,37362.42,Contract,3.1,667.0,72192.04,10,6,0,70446.45,Personal,48,4.92,1619.78,0.5202,C,1
APP-000301,2021-06-05,BR-028,OH,25,60886.3,Part-Time,7.1,703.0,44193.25,9,6,0,125200.31,Medical,12,5.18,10728.41,2.1144,C,0
APP-000302,2022-03-01,BR-026,AZ,60,147689.04,Salaried,5.5,691.0,234046.06,4,6,0,49875.9,Home Purchase,24,5.31,2195.06,0.1784,C,0
APP-000304,2021-03-05,BR-026,IN,42,73743.15,Salaried,10.2,779.0,128407.57,6,8,0,222287.45,Medical,12,4.75,19004.01,3.0925,B,1
APP-000305,2021-11-26,BR-002,CA,39,21032.68,Contract,4.7,737.0,15615.62,12,7,0,63148.04,Home Improvement,36,5.16,1897.14,1.0824,B,1
APP-000306,2020-05-29,BR-015,AZ,35,41941.24,Self-Employed,5.3,747.0,69805.41,11,2,0,87065.36,Auto Loan,48,4.16,1972.09,0.5642,B,1
APP-000307,2023-10-03,BR-025,MO,51,74576.49,Salaried,4.5,670.0,57005.51,9,1,0,236831.84,Business,84,5.22,3371.9,0.5426,C,0
APP-000308,2023-09-22,BR-023,WA,23,24458.84,Salaried,13.3,679.0,34769.08,15,5,0,72299.21,Personal,36,5.95,2197.84,1.0783,C,1
APP-000309,2020-07-30,BR-020,MO,59,80912.33,Self-Employed,11.4,817.0,129211.45,7,0,0,181869.92,Business,12,4.33,15513.64,2.3008,A,0
APP-000310,2021-08-12,BR-005,CO,58,245733.38,Contract,4.1,677.0,215571.86,5,3,0,341008.22,Medical,48,6.09,8022.67,0.3918,C,0
APP-000311,2023-11-04,BR-009,PA,22,81902.6,Contract,2.5,570.0,78193.36,6,0,0,211968.54,Home Improvement,48,6.3,5007.29,0.7336,E,1
APP-000312,2021-11-08,BR-003,WA,68,19066.51,Self-Employed,9.8,762.0,35349.48,13,4,0,8335.3,Debt Consolidation,48,3.88,187.76,0.1182,B,0
APP-000313,2023-07-04,BR-002,NC,50,31598.25,Self-Employed,10.5,588.0,43770.59,13,1,1,32027.95,Debt Consolidation,36,6.8,986.0,0.3745,E,0
APP-000314,2022-10-22,BR-018,OH,33,115285.17,Self-Employed,7.0,659.0,17561.57,2,3,0,304946.48,Auto Loan,48,5.55,7098.93,0.7389,D,1
APP-000315,2021-02-21,BR-013,WA,58,112312.1,Salaried,7.2,637.0,131031.94,7,3,1,74667.88,Auto Loan,36,7.01,2305.87,0.2464,D,0
APP-000316,2020-09-11,BR-002,WI,72,36114.16,Salaried,11.8,498.0,60092.83,9,7,2,96478.02,Auto Loan,12,8.05,8394.7,2.7894,E,1
APP-000317,2022-06-21,BR-016,PA,68,37974.06,Self-Employed,8.6,602.0,55476.94,8,8,0,105888.55,Debt Consolidation,60,5.67,2030.91,0.6418,D,0
APP-000319,2020-10-21,BR-015,IN,61,42794.46,Salaried,7.1,582.0,44362.68,7,3,0,95499.42,Education,48,6.59,2268.73,0.6362,E,1
APP-000321,2023-05-11,BR-024,MA,30,72928.78,Salaried,0.0,841.0,28894.21,7,5,0,248473.07,Personal,84,3.53,3342.84,0.55,A,0
APP-000323,2021-04-03,BR-014,CO,61,126578.17,Contract,1.8,823.0,71448.17,13,8,0,75866.07,Business,48,3.65,1701.13,0.1613,A,0
APP-000324,2020-04-29,BR-010,AZ,26,60971.23,Salaried,4.9,742.0,110606.41,4,3,0,147623.17,Auto Loan,36,4.45,4388.04,0.8636,B,0
APP-000325,2022-11-17,BR-018,NC,44,56644.61,Salaried,8.1,633.0,11989.61,8,2,0,89609.89,Home Improvement,36,5.66,2712.32,0.5746,D,1
APP-000326,2022-03-29,BR-009,GA,33,82633.61,Salaried,8.3,758.0,49525.4,14,6,0,280352.96,Education,36,5.09,8413.76,1.2218,B,0
APP-000327,2020-03-21,BR-025,GA,70,95231.92,Salaried,9.1,467.0,93573.04,11,8,2,299540.55,Medical,60,7.56,6010.72,0.7574,E,0
APP-000328,2022-10-05,BR-026,IN,26,40455.21,Self-Employed,10.9,693.0,55264.28,7,7,0,101638.22,Education,36,5.46,3067.22,0.9098,C,0
APP-000330,2023-04-02,BR-020,FL,36,89250.66,Salaried,4.4,813.0,49099.17,3,1,0,298307.65,Auto Loan,48,3.45,6662.33,0.8958,A,0
APP-000331,2020-04-10,BR-029,MI,30,55608.66,Salaried,10.2,596.0,51252.31,9,5,2,67225.6,Medical,48,6.68,1599.84,0.3452,E,1
APP-000332,2022-05-04,BR-016,NC,28,62652.71,Self-Employed,5.4,664.0,15823.04,10,5,0,109801.58,Auto Loan,84,5.95,1601.41,0.3067,C,0
APP-000333,2023-03-04,BR-028,GA,35,64166.67,Salaried,10.2,689.0,100152.64,8,4,0,223766.23,Medical,48,5.84,5238.76,0.9797,C,0
APP-000334,2022-09-18,BR-007,NC,72,34138.46,Self-Employed,7.7,739.0,21000.0,8,5,0,98429.08,Home Improvement,48,4.3,2235.67,0.7859,B,0
APP-000335,2020-11-17,BR-020,MA,40,57869.54,Salaried,12.9,617.0,88457.0,9,4,0,135580.45,Business,60,6.33,2642.0,0.5479,D,1
APP-000336,2022-12-08,BR-017,FL,50,58649.74,Self-Employed,11.1,778.0,49734.52,8,5,0,201166.89,Personal,84,4.4,2786.91,0.5702,B,1
APP-000337,2023-05-26,BR-005,NC,70,89210.06,Salaried,1.2,798.0,3111.99,14,1,0,153679.22,Business,60,4.43,2860.16,0.3847,A,0
APP-000338,2023-07-12,BR-006,PA,57,62472.62,Salaried,2.1,733.0,50642.18,1,7,0,99540.19,Home Improvement,48,5.51,2315.41,0.4448,B,1
APP-000339,2023-11-08,BR-024,MD,47,50170.63,Contract,13.3,653.0,67489.07,10,6,0,85832.92,Auto Loan,24,6.17,3810.75,0.9115,D,0
APP-000341,2022-03-31,BR-017,GA,33,58990.73,Salaried,10.6,828.0,24201.59,10,2,0,179583.16,Debt Consolidation,12,3.25,15230.02,3.0981,A,0
APP-000342,2022-07-02,BR-010,NY,54,23632.26,Self-Employed,6.2,757.0,89.74,11,2,0,25580.96,Medical,48,5.23,591.78,0.3005,B,0
APP-000343,2020-08-20,BR-025,WA,47,63171.25,Contract,8.6,641.0,84768.2,7,2,0,111237.4,Debt Consolidation,84,5.97,1623.42,0.3084,D,0
APP-000344,2023-03-06,BR-007,PA,50,19248.35,Contract,5.6,698.0,36771.49,15,1,0,8847.22,Auto Loan,24,6.35,393.51,0.2453,C,0
APP-000345,2022-10-12,BR-027,NJ,63,87059.2,Salaried,7.8,662.0,31117.2,1,0,0,275941.96,Home Improvement,12,6.71,23839.49,3.286,C,0
APP-000346,2023-08-07,BR-019,MO,54,52041.99,Unemployed,4.1,618.0,96927.53,12,4,2,75808.25,Debt Consolidation,60,5.74,1456.44,0.3358,D,1
APP-000347,2021-07-04,BR-023,CO,50,86099.38,Salaried,10.3,707.0,87009.68,11,0,0,154853.59,Personal,12,5.65,13302.8,1.8541,C,0
APP-000348,2023-01-04,BR-025,FL,42,131664.62,Salaried,9.7,689.0,205652.87,14,8,0,105417.83,Medical,84,4.95,1487.49,0.1356,C,0
APP-000349,2023-02-09,BR-022,MI,23,25621.42,Salaried,8.4,578.0,21036.96,13,7,1,79237.85,Medical,84,5.98,1156.79,0.5418,E,1
APP-000350,2022-05-31,BR-011,MI,71,21718.36,Salaried,5.5,625.0,23900.56,12,8,2,51414.06,Education,48,7.23,1236.67,0.6833,D,0
APP-000352,2022-05-24,BR-010,MA,37,64414.85,Salaried,12.4,670.0,16499.48,8,6,0,56270.73,Home Purchase,36,6.52,1725.15,0.3214,C,1
APP-000353,2023-11-27,BR-018,AZ,21,52302.97,Salaried,9.8,594.0,73820.21,4,1,1,18542.71,Personal,12,6.51,1600.25,0.3671,E,1
APP-000354,2020-03-21,BR-018,MI,55,70352.38,Salaried,9.9,831.0,34969.97,1,8,0,83157.78,Business,12,3.69,7069.1,1.2058,A,0
APP-000355,2022-04-10,BR-006,NY,34,35139.17,Salaried,4.5,736.0,1106.95,10,8,0,65276.62,Education,84,5.3,931.84,0.3182,B,0
APP-000357,2023-02-09,BR-017,MA,60,56426.49,Salaried,14.2,652.0,76079.11,2,2,0,161364.34,Education,48,5.2,3730.74,0.7934,D,1
APP-000358,2020-02-07,BR-023,AZ,56,97692.78,Salaried,4.7,799.0,157154.55,8,3,0,99024.15,Education,48,5.24,2291.24,0.2814,A,0
APP-000359,2020-05-03,BR-004,TX,51,28616.72,Salaried,10.1,588.0,5731.3,3,8,2,32401.65,Home Purchase,84,6.2,476.45,0.1998,E,1
APP-000360,2020-03-19,BR-005,IL,61,27345.72,Self-Employed,8.6,655.0,29276.58,11,1,0,88806.95,Education,24,5.47,3914.8,1.7179,D,1
APP-000361,2021-06-01,BR-021,IN,53,54158.28,Contract,10.1,626.0,86102.48,4,2,0,52738.33,Business,12,5.38,4523.98,1.0024,D,1
APP-000362,2023-04-10,BR-014,IL,53,67475.09,Part-Time,9.4,698.0,19966.5,13,7,0,174584.71,Business,84,4.63,2437.33,0.4335,C,0
APP-000363,2021-03-31,BR-024,MD,22,34252.81,Salaried,2.1,667.0,54637.14,8,7,0,119541.75,Debt Consolidation,24,5.55,5273.96,1.8477,C,1
APP-000364,2023-09-04,BR-011,MO,25,36552.18,Self-Employed,14.1,618.0,71051.97,12,5,2,15213.56,Business,36,6.58,466.83,0.1533,D,0
APP-000365,2022-07-30,BR-010,WA,70,55916.56,Salaried,2.8,694.0,9127.77,7,0,0,137742.18,Debt Consolidation,36,5.17,4138.78,0.8882,C,1
APP-000366,2023-11-05,BR-028,TX,66,68505.9,Self-Employed,5.4,604.0,11307.61,6,6,0,143086.12,Medical,84,7.39,2186.93,0.3831,D,1
APP-000367,2021-02-07,BR-011,IL,36,24770.06,Contract,12.6,441.0,5058.34,7,2,2,86373.97,Education,24,8.63,3931.33,1.9046,E,0
APP-000368,2023-03-24,BR-025,AZ,37,25748.18,Salaried,3.2,701.0,38016.08,7,2,0,69036.96,Home Improvement,12,5.15,5914.83,2.7566,C,1
APP-000369,2021-04-06,BR-012,IL,58,91686.37,Salaried,7.8,687.0,182151.63,12,2,0,200533.33,Home Improvement,12,6.25,17282.24,2.2619,C,1
APP-000370,2022-06-22,BR-009,NY,21,209364.46,Contract,3.3,850.0,281795.12,6,7,0,422706.75,Business,24,3.4,18243.33,1.0456,A,1
APP-000371,2020-06-22,BR-014,MA,34,80539.86,Unemployed,0.0,677.0,159438.02,12,3,0,64918.52,Home Purchase,12,6.19,5592.98,0.8333,C,0
APP-000372,2020-11-03,BR-004,PA,54,105112.36,Self-Employed,6.6,736.0,100720.34,4,5,0,330917.7,Education,60,4.89,6228.16,0.711,B,1
APP-000373,2022-10-02,BR-001,FL,46,44245.83,Part-Time,3.7,610.0,25985.86,13,1,1,124510.03,Debt Consolidation,12,6.1,10721.86,2.9079,D,0
APP-000375,2023-09-05,BR-010,OH,54,92833.77,Self-Employed,2.6,706.0,113547.84,5,6,0,91299.2,Medical,24,4.6,3989.09,0.5156,C,1
APP-000376,2021-09-14,BR-007,CA,35,81285.47,Salaried,3.1,488.0,116921.62,14,5,1,65773.09,Home Purchase,12,8.53,5737.63,0.847,E,0
APP-000377,2023-02-17,BR-015,WI,71,65064.16,Salaried,4.0,774.0,52350.35,5,1,0,178378.45,Home Improvement,12,4.28,15211.74,2.8056,B,0
APP-000378,2022-05-04,BR-015,CO,30,50207.34,Salaried,0.0,720.0,19522.78,15,4,0,167360.66,Business,12,5.99,14403.37,3.4425,B,0
APP-000379,2022-06-03,BR-008,NY,42,53022.03,Contract,5.6,796.0,15598.99,12,3,0,91042.72,Auto Loan,84,4.27,1255.79,0.2842,A,0
APP-000380,2021-06-30,BR-018,GA,27,64250.75,Salaried,3.9,697.0,46973.97,14,7,0,55367.67,Medical,84,5.38,792.49,0.148,C,1
APP-000383,2022-01-18,BR-007,WA,48,85576.94,Self-Employed,8.4,579.0,88704.8,8,7,0,239908.0,Debt Consolidation,12,6.39,20691.06,2.9014,E,1
APP-000384,2023-08-29,BR-017,TX,46,55443.27,Part-Time,4.9,762.0,38817.96,14,6,0,126610.96,Auto Loan,60,5.58,2423.09,0.5244,B,0
APP-000386,2022-01-28,BR-009,NY,41,53775.33,Self-Employed,0.0,547.0,56335.78,4,2,1,77012.43,Medical,84,6.68,1150.31,0.2567,E,0
APP-000387,2023-11-26,BR-018,TN,39,46929.98,Salaried,0.0,664.0,10738.03,2,3,0,127803.78,Personal,12,5.42,10965.57,2.8039,C,1
APP-000388,2021-04-16,BR-028,IN,71,30891.44,Salaried,0.0,591.0,42494.53,10,7,2,68641.85,Medical,84,6.5,1019.29,0.396,E,0
APP-000389,2021-03-04,BR-026,MO,57,30817.97,Part-Time,0.8,850.0,59487.06,3,2,0,34107.96,Debt Consolidation,60,3.26,616.82,0.2402,A,0
APP-000391,2021-09-12,BR-005,CO,39,62105.12,Part-Time,6.1,532.0,12801.77,11,8,0,90716.16,Auto Loan,12,7.02,7850.21,1.5168,E,1
APP-000392,2022-02-18,BR-030,OH,47,32287.46,Contract,3.9,727.0,45278.34,3,0,0,28002.86,Personal,36,4.92,838.27,0.3116,B,0
APP-000395,2022-09-11,BR-002,CO,55,84188.57,Salaried,5.5,638.0,36900.09,5,5,2,219015.13,Business,84,6.23,3223.7,0.4595,D,0
APP-000396,2023-01-31,BR-013,GA,71,46809.95,Salaried,2.0,709.0,79215.93,13,7,0,30884.28,Business,24,6.04,1369.37,0.351,C,0
APP-000397,2023-12-10,BR-018,TX,57,158470.76,Salaried,6.1,541.0,297640.03,2,6,0,153250.36,Home Improvement,36,7.55,4770.56,0.3612,E,1
APP-000398,2020-04-20,BR-021,MI,62,36507.87,Self-Employed,10.6,707.0,57263.31,3,2,0,113744.43,Personal,60,4.54,2122.61,0.6977,C,0
APP-000399,2022-12-25,BR-015,GA,65,33271.33,Salaried,6.4,691.0,2601.18,13,2,0,13448.97,Debt Consolidation,24,6.01,596.13,0.215,C,0
